2023-11-24T15:46:22.797791-05:00 GtRlClonerBaselineLoadStartedSignal | ClonerEvent | GToolkitForPharo9 | github://feenkcom/gtoolkit:main/src | CommandLine handler process
NewUndeclaredWarning: GtPharoRemoteTestSuiteStream>>start (GtRemoteRunner is Undeclared)

2023-11-24T15:50:35.0931-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-TestSuite-Remote | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:35.093357-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-TestSuite-UI | github://feenkcom/gt4pharo:main/src | CommandLine handler processNewUndeclaredWarning: GtPharoMethodTestCaseTooltipBuilder>>visitTestCaseResultState: (GtInspector is Undeclared)

2023-11-24T15:50:35.687867-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-TestSuite-UI | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:35.688089-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-UI | github://feenkcom/gt4pharo:main/src | CommandLine handler processSystemNotification: GtPharoPackageOverviewElement>>buildPackageTagsIn:(aContainer is shadowed)
SystemNotification: GtPharoPackageOverviewElement>>createExtensionMethodsStatistic(aContainer is shadowed)
SystemNotification: GtPharoPackageOverviewElement>>createPackageDependenciesStatistic(aContainer is shadowed)
NewUndeclaredWarning: GtPharoPackageOverviewElement>>createPackageDependenciesStatistic (GtPackageDependencyStatuses is Undeclared)
SystemNotification: GtPharoPackageOverviewElement>>createPackageHeader(aContainer is shadowed)
NewUndeclaredWarning: GtPharoPackageOverviewElement>>updateWhichBaselines (GtDependencyAnalyzerForPackage is Undeclared)
SystemNotification: GtVariableDefinition>>browseReferencesFrom:(binding is shadowed)
NewUndeclaredWarning: Behavior>>gtCoderStreamingMethodsFor:context: (GtSpotterDropdownButtonStencil is Undeclared)

2023-11-24T15:50:37.322896-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-UI | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:37.323271-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-AddOns | github://feenkcom/gt4pharo:main/src | CommandLine handler processNewUndeclaredWarning: GtPharoMethodCoder>>exampleAstFor:into: (LeIcons is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LePage is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LeDatabasesRegistry is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LePageToolElement is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractExampleToPlaygroundIn:event: (LePagePhlowTool is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePage is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePage is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LeDatabasesRegistry is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePageToolElement is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>extractTestToPlaygroundIn:event: (LePagePhlowTool is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>isMondrianPaintMethod: (GtMondrian is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>runMondrianPaintFrom: (GtMondrian is Undeclared)
NewUndeclaredWarning: GtPharoMethodCoder>>unitTestAstFor:into: (LeIcons is Undeclared)
SystemNotification: GtRenameVariableController>>rename:to:(newName is shadowed)
NewUndeclaredWarning: GtPharoMethodContextCoder>>addDebuggerContextMenuAddOnsAst:to: (GtRunToSelectionDebugAction is Undeclared)
NewUndeclaredWarning: GtPharoMethodContextCoder>>addDebuggerContextMenuAddOnsAst:to: (GtDebuggerElement is Undeclared)

2023-11-24T15:50:39.204639-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-AddOns | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:39.20499-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-Examples | github://feenkcom/gt4pharo:main/src | CommandLine handler processNewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>coderOnViewMethod (GtSelectorExplanationLinkStyler is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>coderOnViewMethod (GtVariableExplanationLinkStyler is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>coderOnViewMethod (GtABAddressBook is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>explanationLinkExample (GtSelectorExplanationLinkStyler is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>explanationLinkExample (GtVariableExplanationLinkStyler is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>explanationLinkExample (GtPharoMethodExample is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtABCartoonAddressBookExample is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtMethodCoderExplanationStylerExamples>>inspectorOnViewMethod (GtExplainerTargetAptitude is Undeclared)
NewUndeclaredWarning: GtPharoCoderByScripterExamples>>coderInPager_clickOnGitButton (GtCoderGitButtonId is Undeclared)
NewUndeclaredWarning: GtSearchMethodsContainedInClassFilterExamples>>inheritedMethodsWithTraits (GtBytecodeDebugger is Undeclared)
NewUndeclaredWarning: GtSearchMethodsContainedInClassFilterExamples>>inheritedMethodsWithTraits (GtStackDebuggerElement is Undeclared)
NewUndeclaredWarning: GtSearchMethodsContainedInClassFilterExamples>>methodsWithAllSuperclasses (GtBytecodeDebugger is Undeclared)
NewUndeclaredWarning: GtSearchMethodsContainedInClassFilterExamples>>methodsWithAllSuperclasses (GtStackDebuggerElement is Undeclared)

2023-11-24T15:50:40.742142-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-Coder-Examples | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:40.742449-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-TestSuite-Examples | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:40.930486-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkit4Pharo | GtRlPackageLoadAction | GToolkit-Pharo-TestSuite-Examples | github://feenkcom/gt4pharo:main/src | CommandLine handler process
2023-11-24T15:50:40.930782-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Presenter | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler processNewUndeclaredWarning: TGtSlideShow classTrait>>gtOpenActionFor: (PrioritySlideshow is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>clasCommentExampleSlideFor: (LeCoderCommentElement is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>classCoderExampleSlideFor: (GtABAddressBook is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>liveElementTreeSlideExampleFor: (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>mashExampleSlideFor: (GtABCartoonAddressBookExample is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>mashExampleSlideFor: (GtABAddressBookExample is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>methodExampleSlideFor: (GtABAddressBookExample is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow>>textAndElementExampleFor: (GtTour is Undeclared)
SystemNotification: GtLiveShow>>exportSlide:as:withSize:andFileName:in:(container is shadowed)
NewUndeclaredWarning: GtCodeSnippetsSlide>>addTextSnippet: (LeTextSnippet is Undeclared)
NewUndeclaredWarning: GtCodeSnippetsSlide>>extractTextCoderSnippetElementFor: (LeTextCoderSnippetElement is Undeclared)
NewUndeclaredWarning: GtEditorElementWithTreeLiveSlide>>create (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtEditorElementWithTreeLiveSlide>>create (GtMondrian is Undeclared)
NewUndeclaredWarning: GtEpiceaChangesLiveSlide>>changes (GtEpicea is Undeclared)
NewUndeclaredWarning: GtAllViewsLiveSlide>>create (GtGraphCircleNeighbourhoodExamples is Undeclared)
NewUndeclaredWarning: GtAllViewsLiveSlide>>create (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtCustomViewsLiveSlide>>create (GtGraphCircleNeighbourhoodExamples is Undeclared)
NewUndeclaredWarning: GtCustomViewsLiveSlide>>create (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtMultipleViewsForOneObjectLiveSlide>>create (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtRawViewsLiveSlide>>create (GtGraphCircleNeighbourhoodExamples is Undeclared)
NewUndeclaredWarning: GtRawViewsLiveSlide>>create (GtWhatMakesBlocSpecialExplanation is Undeclared)
NewUndeclaredWarning: GtLepiterPageLiveSlide>>pageNamed:from: (LeDatabasesRegistry is Undeclared)
NewUndeclaredWarning: GtLiveElementTreeLiveSlide>>create (GtMondrian is Undeclared)
NewUndeclaredWarning: GtPlaygroundLiveSlide>>create (LePageToolContentTreeElement is Undeclared)
NewUndeclaredWarning: GtPlaygroundLiveSlide>>initialize (LePage is Undeclared)
NewUndeclaredWarning: GtPlaygroundLiveSlide>>newSnippet: (LePharoSnippet is Undeclared)
NewUndeclaredWarning: GtSpotterLiveSlide>>create (GtSpotter is Undeclared)
NewUndeclaredWarning: GtSpotterLiveSlide>>create (GtWorldSpotterSearchStart is Undeclared)
NewUndeclaredWarning: GtSpotterLiveSlide>>create (GtStreamingSpotterElement is Undeclared)
NewUndeclaredWarning: GtWardleyMapSlide>>create (GtWardleyMapFromDictionaryImporter is Undeclared)
NewUndeclaredWarning: GtWardleyMapSlide>>create (GtWardleyMapViewModel is Undeclared)
NewUndeclaredWarning: GtWardleyMapSlide>>create (GtWardleyMapElement is Undeclared)
NewUndeclaredWarning: GtWorldLiveSlide>>create (GtWorldElement is Undeclared)
NewUndeclaredWarning: GtWorldLiveSlide>>initialize (LeDatabasesRegistry is Undeclared)
NewUndeclaredWarning: GtExampleLiveShow class>>gtOpenActionFor: (PrioritySlideshow is Undeclared)
NewUndeclaredWarning: GtCodeSnippetsSlide class>>gtOpenActionFor: (PrioritySlideshow is Undeclared)

2023-11-24T15:50:41.883732-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Presenter | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler process
2023-11-24T15:50:41.884074-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Explainer | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler processNewUndeclaredWarning: GtExplainerExamples>>inspectorContainerElement (GtABCartoonAddressBookExample is Undeclared)

2023-11-24T15:50:42.410504-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Explainer | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler process
2023-11-24T15:50:42.410821-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Presenter-Examples | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler processNewUndeclaredWarning: GtSlideShowExamples>>create (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSlideShowExamples>>create (GtMondrianDomainExamples is Undeclared)
NewUndeclaredWarning: GtSlideShowExamples>>create (GtInspector is Undeclared)
NewUndeclaredWarning: GtSlideShowExamples>>create (GtABAddressBookExample is Undeclared)

2023-11-24T15:50:42.797309-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitPresenter | GtRlPackageLoadAction | GToolkit-Presenter-Examples | github://feenkcom/gtoolkit-presenter:main/src | CommandLine handler process
2023-11-24T15:50:42.797562-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitTranscript | GtRlPackageLoadAction | GToolkit-Transcript | github://feenkcom/gtoolkit:main/src | CommandLine handler processNewUndeclaredWarning: GtTranscriptNextBuilder>>showException: (GtPreviewAptitude is Undeclared)

2023-11-24T15:50:42.953221-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitTranscript | GtRlPackageLoadAction | GToolkit-Transcript | github://feenkcom/gtoolkit:main/src | CommandLine handler process
2023-11-24T15:50:42.953518-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Filewatcher | GtRlPackageLoadAction | GToolkit-Filewatcher | github://feenkcom/filewatcher:main/src | CommandLine handler process
2023-11-24T15:50:43.431033-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Filewatcher | GtRlPackageLoadAction | GToolkit-Filewatcher | github://feenkcom/filewatcher:main/src | CommandLine handler process
2023-11-24T15:50:43.431353-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package1 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.508318-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package1 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.508574-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package2 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.57924-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package2 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.579374-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package3 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.644591-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package3 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.644849-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package4 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.712148-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package4 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.712229-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package5 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.786224-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package5 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.786472-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package6 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.845554-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package6 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:43.845637-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package7 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.210209-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies-Package7 | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.21046-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Roassal2UI | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.262748-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Roassal2UI | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.262933-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Extensions | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler processNewUndeclaredWarning: RGMethodDefinition class>>gtExampleMethod (GtInspector is Undeclared)
NewUndeclaredWarning: RBProgramNode class>>gtExampleRBProgramNode (GtInspector is Undeclared)

2023-11-24T15:50:44.43688-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Extensions | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.437215-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.972035-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Examples-Dummies | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:44.972868-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Tests-Examples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:45.35907-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitExamples | GtRlPackageLoadAction | GToolkit-Tests-Examples | github://feenkcom/gtoolkit-examples:main/src | CommandLine handler process
2023-11-24T15:50:45.35934-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:50:46.034609-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:50:46.035337-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-UI | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler processNewUndeclaredWarning: GtStreamingSpotterHeaderElement>>initialize (GtInspector is Undeclared)
NewUndeclaredWarning: GtSpotterDropdownButtonStencil>>initialize (GtSpotterStart is Undeclared)

2023-11-24T15:50:46.626522-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-UI | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:50:46.626818-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-Extensions | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler processNewUndeclaredWarning: GlobalVariable>>gtSpotterActDefaultFrom: (GtInspector is Undeclared)
NewUndeclaredWarning: GtSpotterCategory>>gtSpotterActDefaultFrom: (GtInspector is Undeclared)
NewUndeclaredWarning: AbstractFileReference>>gtSpotterForXMLFileFor: (XMLFileSystemFileHandle is Undeclared)
NewUndeclaredWarning: AbstractFileReference>>gtSpotterForXMLFileFor: (XMLDOMParser is Undeclared)
NewUndeclaredWarning: Object>>gtSpotterActDefaultFrom: (GtInspector is Undeclared)

2023-11-24T15:50:46.851364-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-Extensions | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:50:46.851624-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-Examples | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler processNewUndeclaredWarning: GtSpotterByScripterExamples>>defaultStepOnStart (GtWorldSpotterSearchStart is Undeclared)
NewUndeclaredWarning: GtSpotterByScripterExamples>>spotterElementOnStart (GtWorldSpotterSearchStart is Undeclared)
NewUndeclaredWarning: GtSpotterByScripterExamples>>spotterElementOnStartSampleActOnFirstCandidate (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterByScripterExamples>>spotterElementOnStartSampleActOnFirstCategory (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterByScripterExamples>>spotterElementOnStartSampleActOnSecondCandidateWithDefaultObjectActOn (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterByScripterExamples>>spotterElementOnStartSampleActOnSecondCategoryWithDefaultCategoryActOn (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterStartSample>>gtSpotterSearch_10: (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterStartSample>>gtSpotterSearch_10: (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterStartWithAPI>>gtSpotterSearchWithAllAPI: (GtInspectorTool is Undeclared)
NewUndeclaredWarning: GtSpotterStartWithAPI>>gtSpotterSearchWithAllAPI: (GtInspectorTool is Undeclared)

2023-11-24T15:50:47.311295-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | GToolkitSpotter | GtRlPackageLoadAction | GToolkit-Spotter-Examples | github://feenkcom/gtoolkit-spotter:main/src | CommandLine handler process
2023-11-24T15:50:47.311545-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Character-Data | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.476779-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Character-Data | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.477012-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Character-Data | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.551707-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Character-Data | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.551829-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Stream-Support | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.647946-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Stream-Support | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.648193-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Casing | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.720544-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Casing | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.720637-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Casing | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.78708-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Casing | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.787308-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Normalization | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.953514-05:00 GtRlLoaderDirectiveActionExecutionCompletedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Normalization | github://feenkcom/pharo-unicode/src | CommandLine handler process
2023-11-24T15:50:47.953825-05:00 GtRlLoaderDirectiveActionExecutionStartedSignal | LoaderEvent | Unicode | GtRlPackageLoadAction | Unicode-Tests-Normalization | github://feenkcom/pharo-unicode/src | CommandLine handler process
